pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17
-0.1641313005639117,-0.28524655236737073,0.7047349000474089,0.40547810872639195,-0.17241326014206745,0.7567441561938296,-0.5385645251347216,0.2390878539897167,-0.1369996988737575,-0.11336051613931729,-0.06115469142826974,0.06683708519433072,-0.10499836979408915,-0.06102492167032439,-0.0058807263800253785,0.008334663572678865,-0.03725755202514928
-0.11865182169203285,-0.030459382694706882,0.09814742045079955,-0.12301658388378237,-0.06136052823255338,0.006545757967520732,0.01589659700468608,0.12634238903449627,0.9740965679350705,1.0236389619882758,-0.15262442411128538,-0.2132440465950348,0.31559712202600926,0.43334213345977146,-0.10339274705183582,-0.1724741060098454,0.07378807430309509
-0.5126996675307416,0.0018304060763263865,-0.680272518832061,0.7925606765039498,0.395622381259009,-0.20457771145088613,0.0912141505442287,-0.1582871488709721,-0.10212067989846448,-0.05175509995093132,0.0020545812940623667,-0.052722527168043834,0.08828038209270811,-0.060368766799592764,0.0004090801155998367,0.16263656837633889,-0.06046811163464353
0.8897981176260729,0.4275269143412571,-0.6794619100790285,0.46390290808639295,-0.08181938239726216,-0.01325261853538532,0.017245349740253393,-0.014042208592460045,-0.05996034385646677,0.001506760699432858,0.16215239171943266,-0.3285481082417694,0.14190367166409049,-0.12802486828711698,-0.007947126926338947,0.08833861227774445,0.02105278640580776
0.07139038185494949,0.5383737663321395,-0.22677429938637106,0.5639658954478446,0.10549686724348017,-0.3020387809147943,0.23615166213193758,0.4456129804248758,-0.11256802526358038,0.3779125829306562,0.8617102051510758,0.449933464478962,-0.20301292367970888,-0.2649788840149017,0.021179491287409435,-0.09195410517653926,-0.24358520577549425
-0.5339172247525935,-0.6178496051398853,-0.23354644590531198,0.17535710104550728,0.05921421284408018,0.16729695047758364,0.9569239975376476,-0.20761151592954763,-0.29418431134965295,-0.005164204696057716,0.2225512331332963,-0.4782340614959619,0.14110733289359825,0.21331522681802748,0.062134625921238425,-0.1969158399392702,0.022347968853380806
-0.5502450846794361,0.4225855138608456,0.010568324877668829,-0.6604102055867774,-0.04831599893838091,0.7014240277585996,-0.5480171607932572,0.4255998827250955,-0.2445351305188403,-0.019348830746380278,-0.012553577589237183,-0.07353538527184182,-0.24275864563223734,0.07155586491409541,-0.057307852742445715,-0.06657909250713445,-0.11267956518754672
0.6926468800028474,-0.30441801315679207,-0.37757700355631757,-0.23915634188487855,-0.8305893887768732,-0.4202280191502763,-0.22671310068464728,-0.1505780155108238,-0.10616955313770383,-0.008916310501582465,0.10641311111107908,-0.20804890424089142,0.1843938911509217,0.47029498873731373,0.005538011268274298,-0.3041926307865678,0.04858709164969769
0.2934937916190868,-0.24915139403021688,0.3275975230595407,-0.31322921211820137,0.6196195646360104,-0.36581904589888653,0.021527435287843864,0.3499505722996603,0.028640365499784277,0.9092382217360361,-0.49380259822980527,-0.13726191196186435,0.17264227643470928,0.2925376722156763,-0.08595813063957122,-0.1765478831240709,-0.022858393278127772
-0.5587166055132353,0.032070380147309875,-0.6918159188310078,0.7742159972841466,0.39900376689148154,-0.14012960071616778,0.03170009670474559,-0.2734050109047559,-0.049945409374726364,-0.04820158016954027,-0.16753144576969783,0.14698887819272882,-0.011548143827616123,0.022959433166502834,-0.04885069392402119,0.0060523976502226675,-0.03445289726840933
